target_id,label
TIC-304085024,exoplanet_transit
KIC-7695445,exoplanet_transit
KIC-2437897,blend_contamination
KIC-9834040,exoplanet_transit
KIC-9207508,eclipsing_binary
KIC-3230787,eclipsing_binary
TIC-258801269,blend_contamination
TIC-336128819,exoplanet_transit
KIC-7174349,eclipsing_binary
TIC-380886534,exoplanet_transit
KIC-7447200,exoplanet_transit
TIC-56096837,exoplanet_transit
TIC-308987429,exoplanet_transit
TIC-340700241,blend_contamination
KIC-7021177,eclipsing_binary
TIC-377622130,exoplanet_transit
TIC-406140233,exoplanet_transit
TIC-31054498,exoplanet_transit
KIC-6289650,exoplanet_transit
KIC-9002278,exoplanet_transit
KIC-4548162,stellar_variability_or_other
KIC-11027270,stellar_variability_or_other
TIC-440801822,blend_contamination
KIC-3553900,exoplanet_transit
KIC-2449245,exoplanet_transit
KIC-8937021,eclipsing_binary
KIC-6507433,exoplanet_transit
TIC-370759867,blend_contamination
TIC-441732151,blend_contamination
TIC-259810421,exoplanet_transit
KIC-8804358,stellar_variability_or_other
TIC-271035369,exoplanet_transit
KIC-8507475,exoplanet_transit
KIC-11773625,exoplanet_transit
TIC-163164300,exoplanet_transit
TIC-67512645,exoplanet_transit
TIC-307366709,exoplanet_transit
KIC-10266615,exoplanet_transit
KIC-5385491,eclipsing_binary
KIC-11656840,eclipsing_binary
KIC-6594945,stellar_variability_or_other
KIC-4458109,stellar_variability_or_other
TIC-230017324,exoplanet_transit
TIC-348135793,blend_contamination
KIC-6603043,eclipsing_binary
TIC-44745077,blend_contamination
TIC-172630205,blend_contamination
TIC-347357977,exoplanet_transit
TIC-373612558,exoplanet_transit
KIC-4730442,blend_contamination
KIC-8891278,eclipsing_binary
KIC-4769931,eclipsing_binary
TIC-196066560,exoplanet_transit
TIC-452658846,exoplanet_transit
TIC-290388627,exoplanet_transit
KIC-8890417,stellar_variability_or_other
KIC-8645191,blend_contamination
TIC-123627908,exoplanet_transit
KIC-8571421,exoplanet_transit
KIC-7671950,exoplanet_transit
TIC-141141249,exoplanet_transit
TIC-281987399,exoplanet_transit
KIC-4157488,eclipsing_binary
TIC-415461195,exoplanet_transit
KIC-10292465,eclipsing_binary
KIC-6877673,eclipsing_binary
KIC-11518142,exoplanet_transit
KIC-5977804,blend_contamination
TIC-118406995,exoplanet_transit
KIC-9766437,exoplanet_transit
TIC-17896514,exoplanet_transit
TIC-454876465,exoplanet_transit
TIC-5868998,stellar_variability_or_other
TIC-125739286,exoplanet_transit
TIC-385332171,stellar_variability_or_other
KIC-7733731,exoplanet_transit
TIC-467211520,exoplanet_transit
TIC-390988385,exoplanet_transit
KIC-4770174,exoplanet_transit
KIC-9405541,eclipsing_binary
KIC-9479460,eclipsing_binary
TIC-201186294,exoplanet_transit
KIC-8505674,stellar_variability_or_other
KIC-5294945,exoplanet_transit
TIC-288471046,exoplanet_transit
KIC-9302543,eclipsing_binary
KIC-8113154,eclipsing_binary
KIC-9347066,blend_contamination
TIC-361467239,exoplanet_transit
KIC-8750094,blend_contamination
KIC-8572168,blend_contamination
KIC-11493431,exoplanet_transit
TIC-307079330,exoplanet_transit
TIC-46631742,exoplanet_transit
TIC-437856897,exoplanet_transit
KIC-8155654,exoplanet_transit
TIC-413343957,exoplanet_transit
TIC-407146538,blend_contamination
KIC-3646449,exoplanet_transit
KIC-8444552,eclipsing_binary
KIC-6543682,eclipsing_binary
TIC-332314607,exoplanet_transit
TIC-85216969,exoplanet_transit
KIC-10677186,eclipsing_binary
KIC-10593759,eclipsing_binary
TIC-416195870,exoplanet_transit
TIC-179739873,exoplanet_transit
KIC-2558163,exoplanet_transit
KIC-7273277,exoplanet_transit
TIC-11927677,exoplanet_transit
TIC-13961554,exoplanet_transit
KIC-8244947,stellar_variability_or_other
KIC-3002478,exoplanet_transit
KIC-9913798,eclipsing_binary
TIC-156075294,exoplanet_transit
TIC-66783360,blend_contamination
KIC-6105359,stellar_variability_or_other
KIC-12217907,eclipsing_binary
TIC-398099429,exoplanet_transit
TIC-174546820,exoplanet_transit
TIC-219707850,exoplanet_transit
KIC-4953262,stellar_variability_or_other
KIC-7900114,stellar_variability_or_other
KIC-8740744,stellar_variability_or_other
TIC-124029677,exoplanet_transit
KIC-8700506,eclipsing_binary
TIC-329981856,exoplanet_transit
TIC-470987100,exoplanet_transit
KIC-8552583,eclipsing_binary
KIC-12306808,blend_contamination
KIC-3230805,exoplanet_transit
KIC-9818381,exoplanet_transit
TIC-841226526,exoplanet_transit
TIC-283759999,stellar_variability_or_other
KIC-8487645,eclipsing_binary
TIC-219253008,exoplanet_transit
KIC-11853878,exoplanet_transit
TIC-239332587,exoplanet_transit
TIC-317594531,exoplanet_transit
KIC-5645170,exoplanet_transit
TIC-188989177,blend_contamination
TIC-305550963,blend_contamination
TIC-298752252,exoplanet_transit
KIC-9150870,exoplanet_transit
TIC-100974694,exoplanet_transit
TIC-313408643,exoplanet_transit
TIC-160708862,exoplanet_transit
TIC-144000801,stellar_variability_or_other
TIC-357501308,exoplanet_transit
TIC-339538183,blend_contamination
TIC-100780304,stellar_variability_or_other
KIC-6850504,exoplanet_transit
TIC-407243316,exoplanet_transit
TIC-76545118,exoplanet_transit
KIC-4371172,eclipsing_binary
TIC-379240073,exoplanet_transit
TIC-307951656,exoplanet_transit
TIC-405571798,exoplanet_transit
KIC-7281356,stellar_variability_or_other
KIC-9577855,blend_contamination
KIC-11497977,exoplanet_transit
TIC-115457180,stellar_variability_or_other
KIC-8873090,exoplanet_transit
TIC-448358913,exoplanet_transit
TIC-452972453,stellar_variability_or_other
KIC-10011213,exoplanet_transit
KIC-6186182,exoplanet_transit
TIC-55967712,exoplanet_transit
KIC-2997459,exoplanet_transit
TIC-351864831,exoplanet_transit
TIC-155258153,exoplanet_transit
TIC-165723070,exoplanet_transit
TIC-191928543,stellar_variability_or_other
TIC-195187769,exoplanet_transit
KIC-11455484,eclipsing_binary
TIC-459982699,exoplanet_transit
TIC-264460009,exoplanet_transit
KIC-5879448,eclipsing_binary
KIC-4757331,eclipsing_binary
TIC-21132157,exoplanet_transit
KIC-5903301,exoplanet_transit
TIC-63307816,exoplanet_transit
TIC-63082902,exoplanet_transit
KIC-9216810,stellar_variability_or_other
TIC-352682207,exoplanet_transit
TIC-647636934,exoplanet_transit
KIC-6762829,eclipsing_binary
TIC-71088556,exoplanet_transit
KIC-2973386,exoplanet_transit
KIC-5617259,stellar_variability_or_other
TIC-394137592,exoplanet_transit
TIC-26390980,exoplanet_transit
TIC-96055535,stellar_variability_or_other
TIC-153971295,exoplanet_transit
TIC-324609476,exoplanet_transit
KIC-8161561,exoplanet_transit
KIC-8644911,exoplanet_transit
KIC-7129465,eclipsing_binary
TIC-25758870,exoplanet_transit
KIC-4742414,exoplanet_transit
TIC-355640518,exoplanet_transit
TIC-292852583,exoplanet_transit
TIC-315398848,exoplanet_transit
TIC-458856474,blend_contamination
TIC-193556520,exoplanet_transit
TIC-281118572,exoplanet_transit
KIC-5717567,blend_contamination
TIC-70897115,exoplanet_transit
TIC-252585354,exoplanet_transit
TIC-262471759,exoplanet_transit
TIC-382975217,exoplanet_transit
KIC-5556804,eclipsing_binary
KIC-11869052,exoplanet_transit
TIC-236817690,exoplanet_transit
KIC-4055092,eclipsing_binary
TIC-134596619,exoplanet_transit
KIC-8955741,stellar_variability_or_other
KIC-6543645,eclipsing_binary
TIC-406976746,exoplanet_transit
KIC-8868649,eclipsing_binary
KIC-8628761,exoplanet_transit
KIC-8247771,exoplanet_transit
TIC-434105231,stellar_variability_or_other
TIC-149990841,exoplanet_transit
KIC-12070811,exoplanet_transit
KIC-6462863,exoplanet_transit
TIC-200723869,exoplanet_transit
KIC-9886255,exoplanet_transit
KIC-4144576,exoplanet_transit
KIC-4276445,stellar_variability_or_other
TIC-219728669,exoplanet_transit
KIC-4544628,blend_contamination
KIC-11403339,exoplanet_transit
TIC-436478932,exoplanet_transit
TIC-329672278,exoplanet_transit
KIC-6934587,eclipsing_binary
TIC-235333495,exoplanet_transit
KIC-9674789,exoplanet_transit
TIC-419840740,exoplanet_transit
KIC-6347890,stellar_variability_or_other
TIC-199721945,exoplanet_transit
KIC-4927315,eclipsing_binary
KIC-12405333,exoplanet_transit
TIC-64836837,blend_contamination
KIC-6231401,eclipsing_binary
KIC-10405482,eclipsing_binary
KIC-2436378,eclipsing_binary
TIC-144486060,exoplanet_transit
KIC-5436455,exoplanet_transit
KIC-6781047,stellar_variability_or_other
TIC-356473034,exoplanet_transit
KIC-9017682,exoplanet_transit
KIC-5024138,blend_contamination
KIC-7451315,stellar_variability_or_other
KIC-8087812,exoplanet_transit
TIC-88929544,exoplanet_transit
KIC-8379547,eclipsing_binary
KIC-4743513,eclipsing_binary
TIC-269269546,exoplanet_transit
TIC-372077289,exoplanet_transit
TIC-368435330,exoplanet_transit
TIC-160223936,exoplanet_transit
KIC-10813132,exoplanet_transit
KIC-12935144,blend_contamination
KIC-6752002,exoplanet_transit
TIC-257527578,exoplanet_transit
KIC-9777290,eclipsing_binary
TIC-92562123,exoplanet_transit
TIC-110178537,exoplanet_transit
TIC-303867090,blend_contamination
KIC-7033671,exoplanet_transit
TIC-323980895,exoplanet_transit
TIC-255851356,blend_contamination
TIC-23863105,exoplanet_transit
KIC-4743508,exoplanet_transit
KIC-9541089,stellar_variability_or_other
KIC-5650314,blend_contamination
TIC-369768787,exoplanet_transit
KIC-7800285,eclipsing_binary
TIC-318054782,blend_contamination
TIC-288224503,exoplanet_transit
KIC-5562784,blend_contamination
KIC-7830637,eclipsing_binary
KIC-10978763,exoplanet_transit
TIC-446370039,exoplanet_transit
KIC-4840818,eclipsing_binary
KIC-10083623,eclipsing_binary
KIC-8432034,eclipsing_binary
KIC-10206675,eclipsing_binary
TIC-407146536,blend_contamination
TIC-443658196,blend_contamination
TIC-67395329,exoplanet_transit
KIC-6205481,blend_contamination
KIC-7123614,stellar_variability_or_other
TIC-193773468,exoplanet_transit
TIC-284747017,blend_contamination
TIC-101588793,exoplanet_transit
KIC-8295087,exoplanet_transit
TIC-127425841,blend_contamination
TIC-9392421,stellar_variability_or_other
KIC-5814013,blend_contamination
TIC-274002141,eclipsing_binary
KIC-4732137,stellar_variability_or_other
TIC-160522555,exoplanet_transit
KIC-6182849,eclipsing_binary
TIC-413372087,exoplanet_transit
KIC-3542117,exoplanet_transit
KIC-4678873,eclipsing_binary
TIC-170367033,exoplanet_transit
TIC-374778982,blend_contamination
TIC-73717937,exoplanet_transit
TIC-336732616,exoplanet_transit
KIC-10004519,exoplanet_transit
KIC-7345248,exoplanet_transit
TIC-158551257,blend_contamination
TIC-94609570,stellar_variability_or_other
TIC-178819686,exoplanet_transit
TIC-279472966,exoplanet_transit
TIC-315096343,exoplanet_transit
TIC-377873569,exoplanet_transit
KIC-10730250,blend_contamination
TIC-203144354,stellar_variability_or_other
TIC-286099128,exoplanet_transit
TIC-274599700,blend_contamination
KIC-2449053,eclipsing_binary
TIC-348684813,blend_contamination
KIC-5385304,exoplanet_transit
TIC-302766000,blend_contamination
KIC-10337258,exoplanet_transit
KIC-7353970,eclipsing_binary
TIC-159851831,exoplanet_transit
KIC-11607193,stellar_variability_or_other
KIC-11858979,eclipsing_binary
KIC-11391018,exoplanet_transit
KIC-8308260,blend_contamination
TIC-470653603,exoplanet_transit
TIC-269249506,exoplanet_transit
TIC-159815224,exoplanet_transit
TIC-40466976,exoplanet_transit
KIC-7960980,exoplanet_transit
KIC-5601258,exoplanet_transit
KIC-11341314,eclipsing_binary
TIC-219016883,exoplanet_transit
TIC-323022088,stellar_variability_or_other
TIC-308073360,exoplanet_transit
KIC-6776401,exoplanet_transit
KIC-5386904,exoplanet_transit
KIC-6790592,exoplanet_transit
TIC-466206508,exoplanet_transit
KIC-7289165,eclipsing_binary
KIC-5876360,eclipsing_binary
TIC-288612903,exoplanet_transit
TIC-457337619,exoplanet_transit
KIC-6975615,blend_contamination
KIC-11068630,exoplanet_transit
KIC-8892720,eclipsing_binary
TIC-293435336,exoplanet_transit
TIC-157655504,exoplanet_transit
TIC-123365281,exoplanet_transit
KIC-8260269,blend_contamination
KIC-7458762,exoplanet_transit
TIC-163260812,exoplanet_transit
KIC-9896435,eclipsing_binary
TIC-219089784,exoplanet_transit
TIC-286712787,exoplanet_transit
TIC-229510866,exoplanet_transit
KIC-7137725,eclipsing_binary
TIC-155114483,blend_contamination
KIC-10661679,eclipsing_binary
KIC-7416306,stellar_variability_or_other
TIC-160440924,exoplanet_transit
KIC-3240049,eclipsing_binary
KIC-4768846,eclipsing_binary
KIC-11614528,blend_contamination
TIC-193634953,exoplanet_transit
KIC-8211824,eclipsing_binary
KIC-7877978,exoplanet_transit
TIC-76505260,blend_contamination
TIC-401604346,exoplanet_transit
TIC-379931600,blend_contamination
KIC-10793172,exoplanet_transit
TIC-469333534,exoplanet_transit
KIC-4150611,stellar_variability_or_other
TIC-130924120,exoplanet_transit
KIC-9020160,exoplanet_transit
TIC-233602827,exoplanet_transit
KIC-11922778,exoplanet_transit
KIC-9304101,exoplanet_transit
KIC-6866228,eclipsing_binary
KIC-9892816,exoplanet_transit
KIC-7830321,eclipsing_binary
TIC-303364023,blend_contamination
TIC-58798731,exoplanet_transit
TIC-124491883,exoplanet_transit
KIC-9837661,exoplanet_transit
TIC-367858035,exoplanet_transit
KIC-9910043,exoplanet_transit
KIC-3337425,eclipsing_binary
KIC-8255058,eclipsing_binary
KIC-5702939,blend_contamination
KIC-8212002,exoplanet_transit
TIC-130349701,exoplanet_transit
KIC-7288444,exoplanet_transit
KIC-4952341,eclipsing_binary
TIC-428988981,exoplanet_transit
KIC-9665922,blend_contamination
KIC-5084171,exoplanet_transit
TIC-330687113,exoplanet_transit
TIC-289307883,exoplanet_transit
KIC-6593150,exoplanet_transit
KIC-11187837,exoplanet_transit
TIC-374173310,exoplanet_transit
TIC-463070290,exoplanet_transit
KIC-10128825,exoplanet_transit
TIC-241638905,exoplanet_transit
KIC-8248103,exoplanet_transit
TIC-336840314,exoplanet_transit
TIC-387260717,exoplanet_transit
TIC-186707229,exoplanet_transit
TIC-400381085,exoplanet_transit
TIC-199671901,exoplanet_transit
TIC-398038296,exoplanet_transit
KIC-6925263,stellar_variability_or_other
TIC-52738649,exoplanet_transit
KIC-10453009,stellar_variability_or_other
TIC-71347873,exoplanet_transit
TIC-277103955,blend_contamination
KIC-7907808,exoplanet_transit
KIC-10866969,exoplanet_transit
TIC-407127579,exoplanet_transit
